endpoint,method,label,n_folds,r2_mean,r2_sd,spearman_mean,spearman_sd,mae_mean,mae_sd
LOG_Caco_AB,fus_GR_early_lgbm,LGBM | Early | GNN + RDKit,25,0.3383069378863242,0.08078825437636711,0.6364367948067265,0.06422524828472144,0.27311425130527245,0.019059051001313533
LOG_Caco_AB,fus_GR_early_rf,RF | Early | GNN + RDKit,25,0.3048822499395418,0.11835861413696265,0.6169725753301691,0.09005370801326724,0.2786600164308337,0.0267364819567195
LOG_Caco_AB,fus_GR_late_attfp,AttentiveFP | Late | GNN + RDKit,25,0.33595352220659563,0.04793729701638734,0.6195863320997087,0.03925534336332406,0.2741438211006934,0.009399635805242246
LOG_Caco_AB,fus_GR_late_lgbm,LGBM | Late | GNN + RDKit,25,0.18291977001976206,0.05716708122424824,0.4910203872705399,0.036534586892786304,0.30211746598492545,0.008607536020042682
LOG_Caco_AB,fus_GR_late_rf,RF | Late | GNN + RDKit,25,0.19361937497501,0.05325587174571736,0.49655359715236125,0.03614764066389959,0.30050978204613304,0.00827967788791019
LOG_Caco_AB,lgbm,LightGBM + Morgan,25,-0.01389515526414473,0.12922324179509784,0.46906224335597346,0.043243741641437544,0.3396421786177192,0.022104953289651334
LOG_Caco_AB,uni_G_attfp,AttentiveFP,25,0.18383773590806393,0.13642558163034504,0.6151050047057501,0.08500794242139915,0.2985630909659766,0.026682424760517326
LOG_Caco_AB,uni_G_lgbm,LGBM - GNN,25,0.2837283207417131,0.12842894388021528,0.6115007814304498,0.09494505262343673,0.2854909409131087,0.027017230978796596
LOG_Caco_AB,uni_G_rf,RF - GNN,25,0.3014372111955575,0.12185023249461178,0.615428748668282,0.0868982459952335,0.27951712248577937,0.026102904191430683
LOG_Caco_AB,uni_M_lgbm,LGBM - Mol2Vec,25,0.11786096797870167,0.08446124632545352,0.4945357664132198,0.03567026586083639,0.3194229309371568,0.015253864626811088
LOG_Caco_AB,uni_M_rf,RF - Mol2Vec,25,0.019150121455838925,0.04567664940107239,0.43114833434094796,0.029975382586973173,0.3413091224732778,0.0073941033834207266
