endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LogD,4,3,early,smiles,-0.00516819215059483,0.00423773273521777,0.006202810651619595,-0.0017139389955516116,0.6013433313766532,0.6558804657693834,0.47467950151641886,0.8062894959648855
LogD,4,3,late,gnn,-0.02873495866145459,0.020776482840008215,0.015343777733344499,-0.017396727564559678,0.49824636901750496,0.7358180579208987,0.5488615029236272,0.7162520018076854
LogD,4,3,late,rdkit,0.11867530544615401,-0.09288024287056806,-0.07912367547824822,0.08318891951511653,0.49824636901750496,0.7358180579208987,0.5488615029236272,0.7162520018076854
LogD,4,3,late,mol2vec,-0.01389317389292466,0.010117560677537885,0.006932741140039389,-0.0073856649550350095,0.49824636901750496,0.7358180579208987,0.5488615029236272,0.7162520018076854
LogD,4,3,late,smiles,-0.007296425095782766,0.005330767365920197,0.0037484421529314638,-0.0038730872674166417,0.49824636901750496,0.7358180579208987,0.5488615029236272,0.7162520018076854
LogD,0,1,early,gnn,-0.14791895732207716,0.1146429753853263,0.10921921223361747,-0.08136533811424373,0.6218144060710171,0.6388187732981373,0.454952991753189,0.8055324540358559
LogD,0,1,early,rdkit,0.0008517390973741268,-0.0007197704449770637,-0.0006650959905016296,0.0008273320944588436,0.6218144060710171,0.6388187732981373,0.454952991753189,0.8055324540358559
LogD,0,1,early,mol2vec,-0.0005009067090070429,0.0004229176473486973,0.0023604735532199994,-0.0022217546094268625,0.6218144060710171,0.6388187732981373,0.454952991753189,0.8055324540358559
LogD,0,1,early,smiles,-0.027686164027646898,0.022970305720566242,0.00966945676556702,-0.008173572786663641,0.6218144060710171,0.6388187732981373,0.454952991753189,0.8055324540358559
LogD,0,1,late,gnn,0.01522012707990028,-0.011273196802621177,-0.008703785462497726,0.009365653616112968,0.5006236513451291,0.7340728546570845,0.5424597137338304,0.7160056180401111
LogD,0,1,late,rdkit,0.08239150274403262,-0.06328480662144087,-0.050257817741247435,0.051513658023088715,0.5006236513451291,0.7340728546570845,0.5424597137338304,0.7160056180401111
LogD,0,1,late,mol2vec,-0.004862216821464926,0.003565022083096503,0.0042577185222429925,-0.004214705755099635,0.5006236513451291,0.7340728546570845,0.5424597137338304,0.7160056180401111
LogD,0,1,late,smiles,-0.029155095557066857,0.021124734444329274,0.015703229309282363,-0.018307805483799178,0.5006236513451291,0.7340728546570845,0.5424597137338304,0.7160056180401111
LogS,0,1,early,gnn,-0.036163815702679014,0.013822385995815867,-0.00396182369167386,-0.0831372377809268,0.18298598937509436,0.6313878811642092,0.49209147037605666,0.4897756334865804
LogS,0,1,early,rdkit,0.031267737724711586,-0.012199705028741459,-0.011917062492523334,0.005022459358983211,0.18298598937509436,0.6313878811642092,0.49209147037605666,0.4897756334865804
LogS,0,1,early,mol2vec,0.014032455057311322,-0.005445619743922103,-0.004494928429855216,0.008247731664977553,0.18298598937509436,0.6313878811642092,0.49209147037605666,0.4897756334865804
LogS,0,1,early,smiles,-0.0018146807479554328,0.0007008031094237754,0.005541868151188067,0.01947130902482841,0.18298598937509436,0.6313878811642092,0.49209147037605666,0.4897756334865804
LogS,0,1,late,gnn,0.0007860316217828123,-0.0003025139728793924,-0.006407888326784794,0.024180600287219578,0.1760528145415956,0.6340611981462914,0.500537114372853,0.4528806262818316
LogS,0,1,late,rdkit,-0.15149050026708744,0.055831033868319335,0.04219047782225627,-0.08984222449635021,0.1760528145415956,0.6340611981462914,0.500537114372853,0.4528806262818316
LogS,0,1,late,mol2vec,-0.032881110468669594,0.012527917804958877,-0.00479839555532402,-0.0029057127511141756,0.1760528145415956,0.6340611981462914,0.500537114372853,0.4528806262818316
